CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
5342,France,Male,19,1,130072.29,3,0,1,203879.66,1,1/14/25 14:26,106,9999,266
5343,Italy,Male,21,6,0,4,0,1,59586.75,1,1/2/25 16:59,57,9999,571
5344,France,Female,27,2,0,2,0,1,150569.44,0,1/4/25 4:06,95,9999,255
5345,Italy,Female,24,0,0,4,1,0,44842.16,1,1/6/25 10:18,54,9999,307
5346,Italy,Male,25,8,130072.29,2,0,0,85448.94,1,1/24/25 14:30,61,9999,574
5347,Spain,Male,48,8,0,3,0,1,107232.09,1,1/27/25 21:46,76,9999,661
5348,France,Female,18,10,130072.29,4,0,0,110821.9,0,2/3/25 0:17,60,9999,567
5349,Spain,Female,30,3,0,3,0,0,112280.89,1,1/25/25 13:03,85,9999,418
5350,France,Male,18,8,0,1,0,1,196960.39,1,1/16/25 5:43,101,9999,331
5351,Italy,Male,19,6,0,1,1,1,156945.25,1,1/14/25 3:47,51,9999,674
5352,France,Male,25,3,130072.29,3,0,1,162235.94,1,1/19/25 9:11,120,9999,682
5353,France,Male,61,1,0,2,0,1,193321.86,1,1/12/25 4:10,61,9999,468
5354,Spain,Male,20,4,0,4,0,0,55693.22,1,1/11/25 17:19,104,9999,426
5355,Italy,Female,28,7,0,3,1,0,118784.22,1,1/4/25 5:04,80,9999,453
5356,Spain,Male,30,9,0,2,1,1,214519.89,1,1/13/25 19:20,81,9999,320
5357,Spain,Male,22,9,0,4,1,1,177897.31,1,1/30/25 8:42,113,9999,636
5358,France,Female,27,5,0,3,0,1,220623.27,1,1/4/25 13:42,108,9999,515
5359,Spain,Male,76,10,0,3,0,1,116039.43,1,1/5/25 20:16,74,9999,347
5360,Italy,Female,27,4,0,2,1,1,192640.48,1,1/29/25 13:33,118,9999,594
5361,Spain,Female,20,3,0,4,1,1,70166.47,1,1/20/25 20:35,117,9999,540
5362,Germany,Male,29,10,130072.29,4,0,0,217608.5,1,1/21/25 12:52,93,9999,457
5363,Italy,Male,28,5,0,2,1,0,77687.48,1,1/31/25 10:28,92,9999,251
5364,Spain,Female,18,10,130072.29,3,0,0,88446.84,1,1/24/25 15:51,64,9999,373
5365,Italy,Female,19,2,0,2,0,1,180827.74,1,1/21/25 18:32,62,9999,529
5366,Italy,Female,20,1,130072.29,2,0,1,188200.9,0,1/7/25 9:39,118,9999,323
5367,France,Male,20,0,0,3,0,0,17887.59,1,1/11/25 12:04,119,9999,415
5368,Italy,Male,22,8,0,4,0,1,41791.89,1,1/31/25 12:34,94,9999,271
5369,Italy,Male,26,0,0,1,0,0,66179.36,1,2/1/25 17:52,74,9999,403
5370,Germany,Male,24,10,0,1,1,0,249967.19,1,2/1/25 4:09,74,9999,676
5371,Italy,Male,72,3,130072.29,2,1,0,206499.02,1,1/29/25 22:15,59,9999,688
5372,Italy,Female,29,5,130072.29,4,1,0,180186.59,1,1/10/25 9:21,111,9999,544
5373,Italy,Male,69,8,130072.29,3,0,0,241042.16,1,1/22/25 23:03,61,9999,468
5374,Italy,Male,27,3,0,4,1,0,173362.62,1,1/30/25 23:26,116,9999,406
5375,Germany,Female,19,6,0,2,1,0,174452.88,1,2/1/25 7:06,78,9999,479
5376,Germany,Male,26,6,130072.29,4,0,1,225053.82,0,1/25/25 14:48,92,9999,269
5377,Spain,Male,57,5,130072.29,4,1,0,78979.36,0,1/25/25 22:00,86,9999,290
5378,France,Male,21,8,0,3,1,1,5430.82,1,1/17/25 4:25,118,9999,687
5379,Italy,Female,19,10,130072.29,1,0,0,180161.97,1,1/10/25 11:12,60,9999,397
5380,Spain,Female,24,9,130072.29,4,0,1,43247.78,1,1/8/25 17:56,89,9999,357
5381,Germany,Male,25,6,0,4,1,1,75373.85,1,1/3/25 21:25,112,9999,652
5382,France,Male,23,2,0,1,0,1,206513.62,1,1/19/25 13:52,71,9999,333
5383,France,Male,20,5,0,4,0,1,195589.19,1,1/6/25 9:01,64,9999,616
5384,Spain,Female,22,6,130072.29,4,1,0,121319.65,1,1/30/25 11:32,58,9999,571
5385,Germany,Female,30,6,130072.29,4,0,0,30562.61,1,1/7/25 5:06,119,9999,663
5386,Italy,Male,25,5,130072.29,1,0,0,78085.9,1,1/25/25 3:20,113,9999,558
5387,Germany,Male,29,2,130072.29,2,1,1,121504.49,0,1/5/25 2:40,55,9999,539
5388,Italy,Male,27,5,0,1,1,1,193203.81,0,1/17/25 12:56,92,9999,655
5389,Italy,Male,28,1,0,1,1,1,246254.67,1,1/31/25 23:53,69,9999,572
5390,Italy,Female,22,9,130072.29,2,0,0,158267.79,0,1/24/25 5:42,92,9999,383
5391,Italy,Female,27,0,130072.29,3,0,0,18073.8,0,1/29/25 12:16,111,9999,456
5392,Italy,Male,18,7,0,1,1,1,59177.25,1,1/2/25 10:22,116,9999,532
5393,Italy,Female,26,2,0,4,1,0,68586.15,0,1/22/25 17:44,101,9999,515
5394,France,Female,28,7,0,3,1,0,160436.95,1,1/23/25 15:50,75,9999,322
5395,Germany,Male,21,2,0,3,0,1,9514.15,1,1/9/25 15:58,80,9999,601
5396,Spain,Male,22,1,0,2,1,0,129106.84,1,1/31/25 6:11,104,9999,297
5397,Italy,Male,22,7,0,3,1,0,248951.28,1,1/9/25 12:25,117,9999,575
5398,France,Male,19,2,0,4,0,0,193325.74,1,1/23/25 3:23,106,9999,482
5399,Spain,Female,24,7,130072.29,3,0,0,193495.75,1,1/28/25 10:50,73,9999,692
5400,Italy,Male,91,1,130072.29,4,1,0,187619.14,1,1/27/25 0:41,114,9999,349
5401,Germany,Male,24,3,130072.29,2,0,0,172432.5,1,1/18/25 20:42,75,9999,308
5402,Germany,Male,26,8,130072.29,3,1,0,78100,1,1/5/25 23:03,98,9999,507
5403,Italy,Male,30,0,130072.29,1,1,0,196812.07,0,1/29/25 22:33,87,9999,662
5404,Spain,Female,30,1,0,2,0,0,163242.05,1,1/16/25 14:00,85,9999,314
5405,Germany,Male,85,1,0,2,0,1,61081.25,1,2/3/25 7:51,103,9999,332
5406,Italy,Male,65,8,130072.29,4,1,0,244854.96,0,1/11/25 6:10,58,9999,403
5407,Italy,Female,51,9,0,2,0,0,246208.49,1,1/6/25 0:35,91,9999,515
5408,Italy,Male,85,4,0,1,0,1,96608.49,1,1/25/25 3:49,73,9999,558
5409,Italy,Male,22,10,0,3,1,1,189529.9,1,1/21/25 6:20,89,9999,328
5410,France,Male,29,3,0,3,0,1,171934.93,1,1/14/25 19:55,57,9999,564
5411,France,Female,71,9,130072.29,3,0,0,148058.03,1,1/26/25 1:35,103,9999,399
5412,Italy,Male,29,9,130072.29,4,1,0,49308.76,1,1/23/25 19:26,60,9999,684
5413,Spain,Male,91,3,0,1,1,0,119622.56,1,1/8/25 10:03,105,9999,297
5414,Italy,Male,19,6,0,4,0,0,183833.25,1,1/18/25 22:11,78,9999,654
5415,Italy,Female,26,2,0,3,0,0,247142.93,1,1/31/25 21:52,91,9999,628
5416,Italy,Male,91,8,130072.29,3,1,0,155335.8,1,2/2/25 8:16,55,9999,497
5417,France,Male,25,4,0,1,1,1,189285.61,1,1/18/25 4:09,52,9999,527
5418,Italy,Male,39,10,0,4,0,0,228903.44,1,1/17/25 20:29,114,9999,605
5419,Italy,Female,18,8,0,1,1,0,155376.54,1,1/16/25 20:33,61,9999,347
5420,Italy,Female,30,0,0,3,0,0,192307.59,0,2/2/25 18:47,85,9999,663
5421,Germany,Male,81,9,130072.29,1,1,0,117225.24,1,1/26/25 9:25,105,9999,274
5422,Spain,Male,25,7,0,1,1,1,76513.4,1,2/2/25 16:42,101,9999,533
5423,Italy,Female,18,1,130072.29,4,0,0,125794.68,1,1/3/25 5:57,81,9999,698
5424,Italy,Male,18,7,130072.29,4,0,1,26795,1,1/15/25 3:38,105,9999,618
5425,France,Female,72,3,0,1,1,1,232849.32,1,1/20/25 12:23,60,9999,550
5426,Germany,Female,35,1,130072.29,2,0,1,81055.06,1,2/3/25 20:46,50,9999,317
5427,Italy,Female,19,1,130072.29,2,0,1,117952.99,1,1/13/25 19:25,55,9999,256
5428,Spain,Male,19,5,130072.29,4,0,1,165077.8,0,1/11/25 19:46,73,9999,554
5429,France,Female,53,2,130072.29,3,0,1,128601.17,0,2/1/25 10:38,73,9999,386
5430,Italy,Female,54,10,130072.29,3,0,1,74281.15,0,1/11/25 1:54,58,9999,413
5431,France,Male,20,9,0,4,1,0,246151.48,0,1/25/25 22:23,108,9999,332
5432,Spain,Male,23,2,130072.29,4,0,0,212831.98,1,1/16/25 13:33,119,9999,634
5433,Germany,Male,48,8,0,1,0,1,30182.95,1,1/23/25 15:10,72,9999,387
5434,Italy,Female,27,4,0,3,0,1,95010.28,1,1/2/25 7:11,66,9999,669
5435,Italy,Female,86,6,0,2,0,1,52601.79,1,1/21/25 15:48,74,9999,322
5436,Italy,Male,26,4,0,4,0,0,122274.75,1,1/17/25 2:29,87,9999,486
5437,Italy,Female,30,1,0,4,0,1,56155,1,1/27/25 10:19,52,9999,295
5438,Germany,Male,27,10,0,3,0,1,81507,1,1/14/25 1:07,116,9999,355
5439,Germany,Male,83,10,130072.29,3,1,1,132620.15,0,2/1/25 19:07,63,9999,665
5440,Germany,Male,25,7,130072.29,2,0,1,40300.79,0,1/25/25 22:41,59,9999,537
5441,Spain,Male,22,8,0,4,1,0,215931.48,1,1/30/25 18:00,115,9999,511
5442,Italy,Male,24,10,0,2,0,0,93849.33,1,1/15/25 3:04,120,9999,425
5443,Spain,Female,64,1,0,1,0,1,229003.45,1,1/31/25 7:46,63,9999,415
5444,Germany,Female,27,1,130072.29,1,0,0,12372.11,1,2/3/25 11:04,59,9999,394
5445,Italy,Male,24,3,0,4,0,0,194066.63,1,1/1/25 0:31,98,9999,579
5446,Germany,Female,28,7,0,1,0,1,216913.07,1,1/9/25 3:33,111,9999,619
5447,Italy,Female,20,4,130072.29,3,0,1,246219.7,1,1/6/25 16:42,97,9999,532
5448,Germany,Male,18,4,130072.29,3,0,1,37308.14,1,1/10/25 6:39,52,9999,303
5449,France,Female,23,6,0,3,0,1,111268.49,1,1/9/25 17:25,96,9999,427
5450,Italy,Female,29,3,130072.29,2,1,1,191275.65,1,1/11/25 11:32,109,9999,668
5451,France,Male,33,8,130072.29,3,0,1,130821.88,0,1/4/25 5:02,74,9999,493
5452,France,Female,58,3,0,2,1,1,206093.69,1,2/2/25 19:30,56,9999,590
5453,Italy,Female,80,7,0,4,1,0,246056.36,1,1/16/25 23:53,88,9999,376
5454,Italy,Female,25,2,0,4,1,1,190378.36,1,2/2/25 4:29,92,9999,658
5455,Italy,Female,39,5,130072.29,3,1,1,186836.21,1,1/30/25 19:30,95,9999,661
5456,France,Female,19,0,0,3,1,0,144134.47,1,1/7/25 1:13,92,9999,616
5457,Spain,Male,19,6,0,4,1,0,118474.57,1,1/4/25 7:24,78,9999,520
5458,Spain,Male,20,10,130072.29,2,1,1,209580.56,0,1/27/25 18:05,115,9999,381
5459,France,Male,26,6,0,2,1,1,62054.93,1,1/12/25 5:39,118,9999,342
5460,Germany,Male,21,1,130072.29,2,0,0,216055.66,1,1/17/25 16:31,76,9999,628
5461,Italy,Male,23,4,130072.29,1,0,0,210151.74,1,1/28/25 20:48,52,9999,322
5462,Germany,Female,30,3,130072.29,1,1,0,185611.06,0,1/13/25 5:00,105,9999,660
5463,Italy,Female,24,9,0,3,0,1,175491.69,1,2/3/25 6:48,113,9999,659
5464,Italy,Male,28,8,130072.29,3,1,0,6980.03,1,1/19/25 7:55,70,9999,652
5465,France,Male,25,1,0,4,1,0,247652.82,1,1/14/25 19:52,73,9999,497
5466,Italy,Male,21,2,0,3,0,1,101018.52,1,2/3/25 0:37,69,9999,597
5467,Germany,Female,19,0,130072.29,4,0,0,98056.84,0,1/14/25 15:00,101,9999,522
5468,Germany,Female,22,9,130072.29,1,0,1,247151.31,1,1/28/25 15:07,62,9999,292
5469,Italy,Female,19,4,0,3,0,1,64262.84,1,2/3/25 20:55,119,9999,626
5470,Italy,Female,29,2,0,2,1,0,238517.27,1,1/16/25 7:14,92,9999,290
5471,Spain,Female,51,3,0,4,0,1,99371.94,1,1/1/25 3:27,86,9999,419
5472,Germany,Female,24,3,0,2,0,0,29055.38,0,1/13/25 9:13,79,9999,683
5473,Italy,Male,25,5,130072.29,1,0,0,133152.79,1,1/7/25 19:57,64,9999,461
5474,Italy,Female,56,9,0,2,1,1,178026.4,1,1/27/25 5:53,74,9999,417
5475,France,Male,22,6,0,2,0,0,154218.07,1,1/24/25 23:50,87,9999,288
5476,France,Male,20,6,130072.29,3,0,0,238281.82,1,1/23/25 16:44,92,9999,618
5477,Italy,Female,27,10,0,2,1,0,99011.4,1,1/2/25 7:29,79,9999,494
5478,Italy,Female,30,7,0,2,1,0,113291.11,1,1/30/25 7:08,89,9999,400
5479,Spain,Female,29,2,130072.29,1,1,0,65253.14,1,1/18/25 8:09,108,9999,360
5480,France,Female,34,4,0,2,1,0,146570.87,1,1/24/25 20:50,72,9999,685
5481,Spain,Female,19,9,0,4,0,1,235213.44,0,1/17/25 14:26,93,9999,296
5482,Germany,Female,25,5,130072.29,2,0,0,89675.58,0,1/27/25 4:05,50,9999,312
5483,Spain,Female,22,5,0,4,0,0,33164.88,1,1/16/25 14:05,90,9999,474
5484,Italy,Female,43,7,130072.29,3,0,1,94699.71,1,1/28/25 16:55,111,9999,615
5485,Germany,Male,68,4,130072.29,4,1,0,221383.83,1,1/15/25 8:53,109,9999,318
5486,Italy,Male,23,4,130072.29,4,0,0,225542.28,1,1/14/25 8:41,59,9999,548
5487,France,Female,19,0,0,3,0,1,34880.47,1,1/4/25 5:51,115,9999,681
5488,Italy,Male,22,0,0,3,1,1,192309.85,0,1/21/25 23:43,106,9999,539
5489,Italy,Female,19,5,0,1,1,0,39702.22,1,1/28/25 3:33,91,9999,545
5490,Spain,Male,23,9,0,4,1,1,221683.66,1,1/14/25 13:17,103,9999,452
5491,Spain,Male,27,9,0,3,0,0,121425.02,1,1/30/25 11:57,91,9999,310
5492,Italy,Female,90,4,0,2,1,0,225197.72,1,1/10/25 18:20,115,9999,683
5493,France,Female,25,10,0,1,0,1,23251.71,1,1/6/25 10:00,119,9999,700
5494,Italy,Female,22,9,130072.29,2,1,1,23717.05,0,1/19/25 22:55,60,9999,567
5495,Italy,Male,21,5,0,2,1,1,234157,1,1/15/25 8:17,116,9999,563
5496,Germany,Male,21,8,130072.29,3,1,1,194223.73,0,1/5/25 13:56,60,9999,410
5497,Italy,Female,21,7,0,1,0,0,40656.56,1,1/8/25 16:11,53,9999,580
5498,Spain,Male,44,6,130072.29,1,1,1,223170.82,1,1/31/25 19:31,98,9999,265
5499,Italy,Female,19,6,130072.29,3,1,1,214177.38,0,1/17/25 2:08,71,9999,587
5500,France,Male,95,5,0,4,0,1,136757.17,1,1/2/25 22:27,86,9999,343
5501,France,Female,27,5,0,1,0,0,45440.26,1,1/3/25 12:16,59,9999,553
5502,Italy,Male,28,0,130072.29,2,1,0,108496.91,1,1/24/25 1:37,69,9999,387
5503,Italy,Female,24,6,0,4,0,1,139814.9,1,1/1/25 21:50,99,9999,587
5504,Germany,Female,30,4,0,1,0,0,56341.81,1,1/27/25 16:06,80,9999,287
5505,Germany,Female,26,6,0,2,0,0,215322.73,1,1/27/25 6:43,93,9999,376
5506,Italy,Male,24,5,0,1,0,1,209220.19,1,1/2/25 23:53,80,9999,524
5507,France,Female,22,7,0,1,1,0,10709.81,1,1/29/25 16:53,90,9999,413
5508,Italy,Male,79,2,0,3,0,0,9813.83,1,1/12/25 0:23,53,9999,692
5509,Italy,Female,23,7,130072.29,3,0,0,112025.96,1,1/22/25 7:17,63,9999,568
5510,Italy,Female,26,6,0,4,1,0,231430.43,1,1/2/25 6:34,95,9999,326
5511,Italy,Female,24,0,130072.29,1,1,0,193189.24,1,1/13/25 12:50,103,9999,423
5512,Germany,Male,19,2,0,4,1,0,239824.29,0,1/30/25 3:01,82,9999,636
5513,Germany,Male,21,9,130072.29,2,0,0,74570.78,1,1/18/25 18:17,79,9999,607
5514,Spain,Male,21,3,0,3,1,0,242200.19,1,1/28/25 17:22,58,9999,570
5515,France,Female,30,8,130072.29,3,0,0,135219.22,1,1/1/25 5:42,87,9999,625
5516,Spain,Male,25,5,0,4,1,0,154698.67,1,2/3/25 23:08,92,9999,340
5517,France,Female,48,6,130072.29,4,0,0,61080.62,1,1/2/25 0:28,56,9999,487
5518,France,Female,32,4,0,3,0,0,118038.01,0,2/1/25 3:58,89,9999,513
5519,Spain,Female,21,2,0,4,0,1,190275.62,1,1/3/25 16:39,111,9999,428
5520,France,Female,28,4,0,1,1,1,91019.2,1,1/25/25 0:27,104,9999,458
5521,Italy,Female,40,6,130072.29,2,1,0,22068.36,1,1/9/25 3:19,84,9999,322
5522,Germany,Male,29,8,0,4,1,1,210249.54,1,1/23/25 0:50,92,9999,639
5523,Spain,Male,29,8,130072.29,2,0,0,13181.67,1,1/11/25 6:01,60,9999,356
5524,Germany,Female,39,7,0,1,1,1,28591.48,1,1/9/25 20:19,51,9999,594
5525,France,Female,19,4,0,2,0,0,161089.67,1,1/9/25 20:55,54,9999,544
5526,France,Male,37,6,130072.29,3,0,0,168782.98,1,1/25/25 18:59,89,9999,618
5527,Spain,Female,23,3,0,2,0,1,139711.52,1,1/7/25 16:34,95,9999,693
5528,Italy,Female,28,9,0,4,1,1,24051,1,1/3/25 15:02,70,9999,533
5529,France,Female,22,4,0,4,0,0,195329.17,1,1/15/25 18:17,58,9999,602
5530,Italy,Female,61,3,0,3,1,1,151560.77,0,1/26/25 18:41,120,9999,431
5531,France,Male,26,2,0,3,0,0,169266.3,0,1/19/25 1:58,76,9999,286
5532,France,Female,29,10,0,1,0,0,5710.72,1,1/13/25 13:22,66,9999,386
5533,Italy,Male,51,0,0,3,1,0,26534.88,1,1/16/25 15:30,115,9999,587
5534,Italy,Male,73,4,0,2,0,1,181627.57,1,1/25/25 21:25,75,9999,305
5535,France,Male,37,1,0,2,0,1,171054.71,1,1/21/25 21:47,94,9999,436
5536,Italy,Male,20,5,0,2,0,0,53596.76,1,1/23/25 0:25,104,9999,590
5537,Italy,Female,64,4,0,2,0,0,128693.62,1,1/14/25 1:30,89,9999,507
5538,Germany,Female,29,10,0,2,1,1,81539.25,1,1/20/25 21:26,65,9999,694
5539,Italy,Female,29,1,130072.29,3,1,0,158101.22,1,1/16/25 21:24,81,9999,307
5540,Italy,Male,78,7,0,1,0,0,200384.7,1,1/11/25 6:50,84,9999,612
5541,Spain,Male,22,4,130072.29,1,1,0,51068.55,1,1/30/25 10:10,113,9999,372
5542,Italy,Male,22,1,0,4,1,1,164079.8,1,1/11/25 18:00,113,9999,437
5543,Italy,Female,27,0,0,2,1,0,111424.93,1,1/31/25 11:24,64,9999,479
5544,France,Female,42,1,0,3,0,0,52224.84,1,1/29/25 9:57,91,9999,417
5545,Germany,Female,26,0,0,4,1,0,102148.96,1,1/10/25 22:58,99,9999,669
5546,Spain,Male,29,9,0,1,1,0,30535.9,1,1/22/25 9:05,81,9999,363
5547,Spain,Male,26,9,130072.29,2,1,0,166127.31,1,1/19/25 3:16,79,9999,501
5548,Germany,Female,29,2,0,3,0,0,249558.39,1,1/25/25 21:16,73,9999,356
5549,Italy,Male,57,2,0,1,0,0,184650.1,1,1/28/25 0:00,115,9999,286
5550,Italy,Male,21,9,0,3,1,0,213737.02,1,1/22/25 5:48,70,9999,584
5551,Italy,Female,30,0,130072.29,2,1,0,60312.81,1,1/3/25 11:08,91,9999,341
5552,Italy,Male,49,6,0,3,0,0,31016.01,0,1/13/25 15:39,107,9999,267
5553,Germany,Male,26,9,0,1,0,0,5525.9,1,2/1/25 8:41,51,9999,603
5554,France,Female,24,6,0,1,1,1,183750.14,1,1/23/25 1:27,65,9999,312
5555,Italy,Male,18,8,130072.29,4,0,1,206669.1,0,1/8/25 4:04,56,9999,399
5556,Germany,Male,52,4,0,3,1,0,51326.63,1,1/24/25 14:19,104,9999,388
5557,Italy,Male,24,3,0,4,0,0,122179.61,1,1/8/25 19:57,64,9999,435
5558,Italy,Male,24,4,130072.29,1,0,1,148331.55,0,1/28/25 22:04,72,9999,434
5559,France,Female,24,7,0,4,1,1,239756.23,1,1/14/25 23:15,118,9999,454
5560,Italy,Female,27,7,130072.29,4,0,0,228916.28,1,1/27/25 11:25,50,9999,509
5561,Italy,Male,31,3,130072.29,3,0,1,8855.89,1,1/2/25 0:53,118,9999,463
5562,Italy,Female,46,7,0,3,0,0,17060.03,1,1/26/25 20:08,62,9999,505
5563,Italy,Female,25,3,0,4,0,0,239930.8,1,1/7/25 10:14,75,9999,384
5564,Germany,Female,30,3,130072.29,2,0,1,19234.38,1,1/9/25 10:00,101,9999,310
5565,Spain,Male,35,10,0,2,0,1,147590.47,1,1/30/25 6:50,62,9999,612
5566,Italy,Male,23,7,0,3,0,0,24422.37,1,1/13/25 4:03,104,9999,559
5567,Italy,Female,19,1,130072.29,1,0,1,168383.5,1,1/23/25 1:35,78,9999,337
5568,Germany,Female,73,3,0,2,1,0,50131.31,1,1/29/25 1:54,67,9999,573
5569,Spain,Female,30,0,130072.29,1,0,1,13366.66,0,1/19/25 23:40,51,9999,456
5570,Italy,Female,30,0,0,3,0,0,73313.62,0,1/25/25 2:47,76,9999,378
5571,Italy,Male,19,10,0,1,1,0,135178.8,1,1/1/25 12:28,99,9999,560
5572,Germany,Female,56,7,0,4,1,1,136075.1,1,1/23/25 3:14,91,9999,252
5573,France,Male,28,3,0,1,1,0,192067.78,1,1/20/25 10:31,116,9999,671
5574,Italy,Male,63,5,130072.29,3,0,1,19817.57,0,2/3/25 3:49,59,9999,491
5575,France,Male,90,4,0,2,0,0,7004.82,0,1/16/25 10:28,58,9999,370
5576,Italy,Male,86,9,130072.29,4,0,0,179980.77,0,1/11/25 9:25,52,9999,634
5577,France,Male,64,5,0,2,1,0,238788.9,1,2/2/25 1:06,87,9999,351
5578,France,Male,18,3,0,1,0,1,52213.73,1,1/29/25 12:02,119,9999,287
5579,Spain,Male,71,3,0,3,1,1,41726.97,1,1/27/25 9:47,118,9999,590
5580,Italy,Female,19,6,0,3,0,0,89023.97,1,1/15/25 23:32,79,9999,662
5581,Italy,Male,63,0,0,2,0,0,177047.08,0,1/30/25 22:00,63,9999,382
5582,Italy,Female,23,8,0,4,1,0,191640.79,1,1/17/25 19:45,51,9999,451
5583,Spain,Female,29,9,130072.29,3,0,1,234489.05,0,1/21/25 16:43,57,9999,597
5584,Italy,Female,18,2,0,3,1,1,201471.55,1,1/9/25 17:45,67,9999,270
5585,Italy,Female,46,3,0,1,1,0,11800.86,1,1/20/25 20:57,120,9999,491
5586,Italy,Female,20,8,0,4,0,0,55562.46,1,1/26/25 19:55,62,9999,700
5587,Germany,Male,25,4,0,4,1,1,92104.83,1,1/28/25 10:02,95,9999,358
5588,Italy,Male,56,3,130072.29,1,1,0,236993.34,1,2/2/25 9:47,103,9999,552
5589,Italy,Female,30,5,0,2,0,0,153374.45,1,1/11/25 2:03,61,9999,333
5590,Italy,Female,18,0,0,2,1,1,249097.76,1,1/21/25 8:33,89,9999,332
5591,Spain,Female,25,9,130072.29,1,1,1,82817.25,1,1/27/25 22:15,87,9999,540
5592,France,Male,18,0,0,3,0,0,230738.87,1,1/17/25 11:18,61,9999,318
5593,Germany,Female,30,4,0,3,0,1,176165.41,1,1/22/25 12:07,116,9999,378
5594,Spain,Male,89,4,130072.29,1,1,0,222330.85,1,1/29/25 15:57,74,9999,445
5595,Spain,Male,30,10,0,1,0,1,231043.09,1,1/11/25 14:53,84,9999,389
5596,Italy,Female,22,8,0,1,1,1,115991.07,1,1/19/25 3:45,65,9999,693
5597,Spain,Male,24,0,130072.29,1,0,1,218628.54,1,1/25/25 2:13,94,9999,532
5598,Italy,Male,90,2,0,3,1,1,245893.57,1,1/23/25 4:39,62,9999,561
5599,Italy,Male,22,2,0,4,0,1,168443.67,1,1/14/25 23:29,73,9999,483
5600,Spain,Female,28,3,0,3,0,1,68466.16,1,1/12/25 8:48,51,9999,272
5601,Italy,Female,25,6,0,2,1,0,70984.08,1,1/5/25 0:02,59,9999,402
5602,Italy,Female,45,6,130072.29,1,1,0,189337.34,1,1/13/25 19:26,68,9999,526
5603,Italy,Female,67,9,130072.29,2,1,0,85519.13,1,1/11/25 18:41,73,9999,310
5604,France,Female,24,4,0,3,1,0,105706.45,1,1/29/25 15:57,110,9999,568
5605,Italy,Female,30,8,130072.29,2,1,1,133997.9,0,1/12/25 3:11,54,9999,627
5606,Germany,Female,28,6,0,3,0,1,228362.79,1,1/20/25 3:51,83,9999,301
5607,Spain,Female,23,1,130072.29,3,1,0,179273.62,1,2/1/25 8:03,113,9999,593
5608,France,Male,23,2,130072.29,2,1,1,76291.7,0,1/29/25 18:38,61,9999,402
5609,Italy,Female,28,10,0,2,0,1,37750.65,1,1/6/25 14:56,108,9999,486
5610,Spain,Male,20,6,0,4,0,0,76001.19,1,1/27/25 18:18,70,9999,560
5611,Italy,Male,55,4,130072.29,1,1,0,86712.57,1,1/11/25 5:17,96,9999,551
5612,Italy,Female,19,6,130072.29,4,1,0,184492.07,1,1/24/25 11:12,102,9999,281
5613,Italy,Male,19,8,130072.29,4,1,1,109185.12,1,1/3/25 21:32,88,9999,304
5614,France,Male,24,8,0,3,1,1,249494.44,1,1/6/25 23:40,80,9999,601
5615,Italy,Female,20,2,0,1,1,1,13451.01,1,1/24/25 9:13,95,9999,638
5616,Italy,Male,26,7,0,1,1,0,91791.6,1,1/31/25 6:16,106,9999,285
5617,Italy,Female,25,5,0,3,1,1,26053.38,1,1/12/25 18:55,86,9999,359
5618,Italy,Male,35,3,130072.29,2,1,1,92397.19,0,1/22/25 4:44,76,9999,426
5619,France,Male,85,3,130072.29,1,0,1,111259.94,1,1/21/25 16:54,78,9999,611
5620,Germany,Female,42,3,0,1,0,1,223330.77,0,1/2/25 15:28,67,9999,563
5621,Germany,Male,21,6,0,4,1,0,109213.74,1,2/3/25 19:25,53,9999,544
5622,Italy,Male,82,5,0,3,1,1,11248.28,1,1/19/25 16:30,50,9999,585
5623,Italy,Female,25,1,0,4,0,1,239021.05,1,1/15/25 17:58,73,9999,346
5624,Spain,Female,26,4,0,2,0,1,40587.74,1,1/30/25 21:25,91,9999,618
5625,Italy,Male,25,4,130072.29,4,1,0,194559.01,1,1/31/25 22:49,109,9999,462
5626,Spain,Male,23,5,130072.29,2,1,1,54065.69,0,1/30/25 12:06,73,9999,566
5627,Italy,Female,73,6,0,1,0,0,231216.7,1,1/27/25 14:13,105,9999,386
5628,Spain,Male,24,10,130072.29,3,0,1,60503.44,1,1/14/25 12:59,118,9999,255
5629,Italy,Female,28,7,0,4,1,1,214515.6,1,1/10/25 14:02,67,9999,358
5630,Italy,Female,22,9,0,4,0,1,106566.58,1,1/5/25 15:44,114,9999,284
5631,Germany,Female,52,7,0,1,0,0,114550.06,1,1/13/25 4:03,59,9999,288
5632,France,Male,47,10,0,2,0,1,159155.8,1,1/31/25 7:29,66,9999,399
5633,Italy,Male,23,4,130072.29,1,0,0,124418.18,1,1/27/25 23:29,107,9999,674
5634,France,Male,30,1,130072.29,3,1,0,87502.11,1,1/30/25 0:18,84,9999,367
5635,Germany,Female,31,9,0,4,1,0,64438.08,1,2/3/25 22:51,53,9999,510
5636,Italy,Male,28,7,130072.29,1,0,1,70227.55,1,1/20/25 10:23,93,9999,675
5637,Italy,Female,29,5,0,2,1,1,177373.66,1,1/20/25 23:27,116,9999,336
5638,Italy,Male,28,2,130072.29,4,0,1,31643.51,0,1/13/25 14:22,77,9999,325
