CUSTOMERID,CREDITSCORE,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME
6255,556,France,Female,24,5,189874.87,3,0,1,25944.78106077945,0,2025-01-09 23:14:37,90
6256,757,France,Female,40,2,103664.69,4,0,0,93250.40448454276,0,2025-01-20 08:01:37,27
6257,536,Spain,Male,81,5,235599.58,1,1,0,196135.5826158156,0,2025-01-22 18:56:37,47
6258,636,Germany,Female,46,6,86180.86,3,0,0,108211.41061571988,0,2025-01-19 15:25:37,74
6259,794,France,Male,78,9,132761.23,4,1,0,18255.544638006708,0,2025-01-22 10:08:37,86
6260,519,France,Female,61,2,233412.53,4,0,0,65072.80459864813,0,2025-01-09 12:34:37,96
6261,586,France,Female,86,4,20797.24,4,0,0,30683.5226083944,0,2025-01-09 11:59:37,58
6262,370,Spain,Male,44,7,27202.61,5,1,0,84572.11346966751,1,2025-01-21 23:26:37,52
6263,546,France,Male,29,1,248546.94,1,1,1,155839.47145383438,1,2025-01-08 16:13:37,99
6264,776,France,Female,34,6,242847.79,1,1,1,142684.62364926882,0,2025-01-26 03:50:37,94
6265,545,Spain,Male,54,0,192925.4,1,0,1,161245.1722269591,0,2025-01-21 13:19:37,48
6266,552,France,Male,51,6,121047.07,2,1,1,96662.39181002835,0,2025-01-28 18:04:37,36
6267,588,France,Female,53,0,126515.21,2,0,1,57564.882728326,0,2025-02-01 19:45:37,56
6268,469,France,Female,23,3,64303.22,4,1,1,19833.36370664425,0,2025-01-22 14:26:37,25
6269,280,Spain,Male,49,3,108182.76,2,0,0,182408.49425795002,0,2025-01-19 01:10:37,65
6270,298,Spain,Female,90,4,107837.34,3,1,1,37952.17940489198,0,2025-01-22 19:10:37,33
6271,351,France,Female,39,1,9022.5,1,1,0,45549.56391816616,0,2025-01-21 08:06:37,56
6272,702,France,Female,27,10,113289.55,3,0,1,15381.569144601726,0,2025-01-06 10:59:37,95
6273,446,Spain,Male,46,5,119948.6,4,1,0,72816.03903791409,1,2025-01-25 04:13:37,48
6274,433,Spain,Male,28,5,166445.79,4,1,1,166862.62010074334,0,2025-01-17 13:29:37,68
6275,500,France,Male,83,7,129113.23,4,0,1,70181.00981937464,0,2025-01-10 14:58:37,21
6276,638,France,Female,73,9,215420.73,1,0,0,160652.98381241166,0,2025-01-17 20:12:37,89
6277,806,Spain,Male,75,0,91890.46,1,0,1,195043.3723423882,1,2025-02-02 04:46:37,89
6278,825,France,Female,69,3,102429.4,4,0,1,210735.4048395939,0,2025-01-10 17:14:37,84
6279,796,France,Female,78,1,142870.63,3,1,0,52544.32233074513,0,2025-01-28 04:38:37,65
6280,357,France,Female,34,10,50680.68,2,1,1,85617.58042817118,0,2025-01-23 20:50:37,82
6281,372,Spain,Female,47,7,98374.52,4,0,0,159293.95437495605,0,2025-01-08 01:56:37,40
6282,558,France,Male,89,3,171541.87,3,0,0,223444.58284230693,1,2025-01-17 14:24:37,46
6283,385,France,Female,54,7,102952.18,1,0,1,139652.91092742502,0,2025-01-06 20:48:37,82
6284,821,Germany,Female,22,1,226654.13,4,1,1,68474.44182622498,0,2025-01-28 17:38:37,42
6285,553,France,Male,43,3,153825.13,2,1,1,37067.86087015178,0,2025-01-05 10:43:37,58
6286,690,France,Female,87,8,38441.94,1,0,1,106906.17696883931,0,2025-01-14 19:13:37,77
6287,297,France,Male,18,4,121861.09,2,1,0,45808.44226732125,1,2025-01-11 20:18:37,64
6288,368,France,Male,26,5,191194.69,1,0,1,63299.412621982934,0,2025-01-19 10:36:37,33
6289,408,France,Male,88,9,160836.29,3,1,1,150483.3143741737,0,2025-01-27 21:46:37,41
6290,840,France,Female,81,8,221315.89,4,1,1,121941.36845324843,1,2025-01-08 06:58:37,36
6291,696,France,Male,41,8,187495.72,4,1,1,38949.70013846006,0,2025-01-09 10:38:37,48
6292,650,France,Female,22,6,15403.44,4,0,1,46644.96486840842,0,2025-01-27 09:47:37,57
6293,335,Spain,Male,68,10,28128.16,5,0,0,13926.833069692851,1,2025-01-09 12:49:37,50
6294,388,Germany,Male,55,1,162437.17,4,0,0,59321.402978116355,0,2025-01-15 14:08:37,77
6295,485,France,Male,46,6,59601.99,1,1,1,203903.72567343467,1,2025-02-01 09:19:37,36
6296,682,Germany,Male,63,8,146958.73,1,1,0,175029.40448821874,1,2025-02-03 19:45:37,42
6297,323,Germany,Female,69,1,198054.4,3,0,1,87707.900229294,0,2025-01-16 13:12:37,39
6298,716,France,Female,63,6,144232.9,1,0,0,178909.50265535357,1,2025-01-14 08:54:37,95
6299,454,Germany,Male,92,6,103872.14,3,0,1,89843.07376509966,0,2025-01-22 13:08:37,23
6300,347,France,Male,85,2,161567.58,3,1,1,175702.2827078058,0,2025-01-19 16:56:37,92
6301,401,Spain,Male,76,5,35904.86,3,1,0,42557.196398679225,0,2025-02-03 19:25:37,94
6302,525,Germany,Female,27,7,180802.0,1,1,0,41211.21969638675,0,2025-01-16 17:07:37,68
6303,810,Spain,Male,21,9,174256.28,3,1,0,27394.372606330344,1,2025-01-24 18:44:37,45
6304,359,France,Male,69,7,128600.84,4,0,0,58474.07819727569,1,2025-01-08 00:36:37,51
6305,535,France,Female,91,2,69703.37,4,1,1,40418.740282617546,0,2025-01-05 07:29:37,47
6306,742,France,Male,35,5,199390.95,2,0,0,161419.3949290284,0,2025-01-23 05:14:37,70
6307,393,France,Male,93,1,127637.58,3,1,0,57682.50063757018,0,2025-01-27 04:02:37,59
6308,487,France,Male,68,1,14794.23,1,0,1,122220.68118295405,0,2025-01-12 07:56:37,56
6309,678,France,Male,40,7,229653.14,4,0,0,183249.302806843,0,2025-01-25 07:22:37,70
6310,754,Spain,Female,42,10,191929.11,4,1,0,147960.57710484145,0,2025-01-20 11:30:37,76
6311,512,Spain,Female,77,9,146201.29,3,1,1,54810.540086059686,0,2025-01-17 11:47:37,99
6312,800,Germany,Female,54,4,109206.38,4,1,0,29425.676475457876,0,2025-01-18 10:05:37,91
6313,356,France,Male,85,4,239974.92,3,1,0,209565.16771623338,0,2025-01-27 19:05:37,86
6314,331,France,Male,94,10,193755.14,2,0,1,122094.50274639607,0,2025-01-21 02:57:37,22
6315,478,France,Female,35,3,133748.27,4,1,1,170772.00109678888,0,2025-01-15 19:53:37,93
6316,316,France,Male,46,10,163288.47,1,1,1,97231.02918693042,1,2025-01-07 16:37:37,82
6317,461,France,Male,47,9,70187.6,3,1,1,56899.19670864831,0,2025-01-15 21:22:37,31
6318,311,France,Female,24,3,48928.99,4,1,0,110306.21351183263,0,2025-01-29 12:13:37,98
6319,388,Germany,Female,58,7,68329.89,1,1,0,29132.312130706898,1,2025-02-01 02:53:37,70
6320,720,Germany,Male,91,2,73284.02,3,1,1,181786.95026402816,0,2025-01-09 11:36:37,30
6321,684,Spain,Female,54,10,184934.61,5,0,1,135598.44463984197,0,2025-01-18 03:30:37,25
6322,763,France,Male,44,2,35015.26,2,0,0,174586.1829966251,1,2025-01-06 19:07:37,31
6323,673,France,Female,38,7,194396.8,1,0,0,129982.16866100559,0,2025-01-23 06:14:37,44
6324,596,Germany,Female,60,2,130848.83,4,1,0,123073.80564910044,0,2025-01-06 12:24:37,45
6325,476,France,Male,68,1,96143.28,2,0,1,135137.7050113896,0,2025-01-30 19:32:37,77
6326,593,France,Male,88,10,75099.03,3,1,1,171998.30206750936,1,2025-01-27 11:16:37,99
6327,622,France,Female,30,4,128300.15,3,0,1,56914.0495075138,0,2025-01-27 18:16:37,55
6328,718,Germany,Male,70,10,79379.62,1,0,1,150558.55222470433,0,2025-01-15 20:11:37,55
6329,394,France,Male,80,2,107363.0,1,1,1,109275.03138857242,0,2025-01-28 05:26:37,40
6330,397,France,Male,74,5,184753.82,4,0,1,105856.14789632442,0,2025-01-31 01:52:37,68
6331,705,Spain,Female,42,10,156499.63,2,1,1,119281.09879472514,0,2025-01-18 21:30:37,79
6332,397,France,Male,30,6,186995.59,4,1,1,60595.574757543654,1,2025-02-01 15:52:37,81
6333,347,Germany,Male,54,2,178243.42,4,0,1,19385.490989981743,0,2025-01-08 07:03:37,38
6334,292,France,Female,47,8,203768.12,4,0,0,179185.29946061652,0,2025-01-25 13:52:37,30
6335,786,Germany,Female,29,9,50422.49,2,0,0,212501.76035203296,0,2025-02-03 09:50:37,97
6336,601,France,Female,82,0,248780.75,4,0,0,107923.10427886168,0,2025-01-08 06:00:37,99
6337,584,France,Female,35,6,118942.61,5,0,1,189958.19355646102,0,2025-01-09 20:21:37,22
6338,398,Germany,Male,79,3,179558.23,1,1,0,111943.84694665075,0,2025-01-12 10:09:37,76
6339,562,France,Male,41,6,169437.54,4,0,1,186729.23506772157,1,2025-01-08 10:01:37,88
6340,447,France,Female,77,8,141537.52,2,1,1,102520.28642539034,0,2025-01-12 16:45:37,72
6341,305,France,Female,34,8,248954.05,3,1,0,58283.74045960585,0,2025-01-19 06:13:37,85
6342,376,France,Male,77,0,54328.96,2,1,0,191728.16358681282,0,2025-01-11 07:53:37,31
6343,686,Spain,Male,26,9,105432.22,1,0,0,161048.5411428393,1,2025-01-23 18:36:37,81
6344,625,France,Female,69,3,31932.64,2,0,0,96486.30931827695,0,2025-01-23 12:09:37,64
6345,389,France,Male,32,6,45458.87,4,0,1,182248.50317798211,0,2025-01-14 12:17:37,76
6346,786,France,Male,94,9,178241.02,3,1,0,12405.940845592073,0,2025-01-07 04:12:37,21
6347,442,France,Female,45,5,1210.67,2,0,1,190838.2570606485,1,2025-01-29 12:14:37,74
6348,301,France,Female,26,8,222455.16,3,0,1,158607.28940564248,1,2025-01-30 23:44:37,38
6349,765,Spain,Female,73,6,158296.12,1,0,1,92214.37401137219,0,2025-01-29 16:33:37,80
6350,627,France,Female,92,2,110226.26,2,1,0,156283.35524875383,1,2025-01-14 22:49:37,43
6351,579,Spain,Male,53,6,82840.28,4,1,1,33146.228779100646,0,2025-02-03 21:23:37,24
6352,449,Spain,Female,73,9,31568.51,2,0,1,54277.117827603535,0,2025-01-14 14:41:37,45
6353,345,France,Male,88,4,230390.65,4,0,1,110168.68661428819,1,2025-01-27 19:17:37,54
6354,487,Spain,Male,37,1,178080.58,4,0,1,188626.46412254238,0,2025-01-08 21:43:37,38
6355,443,Spain,Male,72,9,84098.25,2,1,1,37929.864439345874,0,2025-02-01 04:15:37,50
6356,816,Spain,Female,77,2,17734.04,3,0,1,122722.62453778814,0,2025-01-25 02:58:37,63
6357,499,France,Male,52,5,81420.71,4,1,1,148699.4561633946,0,2025-01-05 16:51:37,38
6358,806,France,Female,91,5,46158.57,5,1,1,171780.8687582855,0,2025-01-05 07:01:37,31
6359,469,Germany,Female,18,6,196568.33,3,1,1,151458.4399058913,0,2025-01-23 12:55:37,54
6360,772,Spain,Female,95,5,179899.67,5,1,0,186966.69240469224,1,2025-01-11 20:39:37,77
6361,593,France,Male,62,8,124540.16,2,1,0,118221.27047678073,0,2025-01-30 13:06:37,91
6362,583,Germany,Female,86,4,221460.28,4,1,0,203332.56276624484,0,2025-01-26 14:22:37,44
6363,704,Germany,Female,57,4,45170.17,4,0,1,139339.09496916042,0,2025-01-18 23:24:37,44
6364,574,France,Male,55,7,112991.4,2,1,1,164984.1839524041,0,2025-01-16 21:38:37,32
6365,770,France,Female,41,7,177655.08,2,1,1,109417.45195176236,0,2025-01-31 07:53:37,61
6366,650,France,Male,21,0,16950.59,1,1,0,45245.29765097023,0,2025-01-14 21:50:37,34
6367,421,Germany,Male,86,2,93169.34,3,0,0,35677.991799871226,0,2025-01-13 03:33:37,42
6368,681,France,Female,30,5,142916.2,1,1,0,149211.75487168934,1,2025-01-13 13:31:37,47
6369,545,France,Female,38,5,91700.88,2,1,0,88604.32291488005,0,2025-01-05 23:09:37,32
6370,641,Spain,Female,49,0,120049.75,5,1,1,113013.5843588958,0,2025-01-12 02:12:37,94
6371,645,France,Female,55,1,152029.59,3,1,1,150993.26632956273,0,2025-01-17 01:59:37,63
6372,452,France,Male,49,9,92097.65,3,0,0,187482.61854720084,0,2025-01-22 17:52:37,97
6373,627,France,Female,74,6,26503.59,1,1,1,104740.73968507555,0,2025-01-14 05:27:37,71
6374,817,France,Female,65,0,34861.12,4,1,0,82033.2837903689,1,2025-01-27 08:59:37,54
6375,686,France,Male,47,9,131750.99,4,1,1,174572.75174726424,0,2025-01-07 01:11:37,66
6376,288,France,Female,88,4,43685.01,2,0,1,104923.15839573936,0,2025-01-11 18:22:37,54
6377,637,Spain,Female,55,0,222458.42,4,0,0,216847.9663478695,0,2025-01-10 23:09:37,69
6378,781,France,Female,61,5,208546.42,1,1,1,194389.15903544845,0,2025-01-09 16:44:37,59
6379,355,France,Female,43,6,87258.02,4,0,0,164233.77071050156,0,2025-01-22 22:15:37,96
6380,498,Spain,Female,19,7,207746.79,1,0,0,64564.990006292595,0,2025-01-27 06:56:37,89
6381,533,France,Male,60,2,133296.96,4,1,0,84065.30403841805,0,2025-01-31 18:26:37,61
6382,570,France,Female,60,2,39762.73,3,1,0,164632.79861440053,0,2025-01-25 05:38:37,34
6383,487,France,Male,80,10,153552.96,2,1,1,16021.061650989079,0,2025-01-23 03:20:37,79
6384,441,France,Male,90,0,169862.78,2,0,1,179416.25221992837,0,2025-01-06 15:09:37,77
6385,326,Spain,Male,75,2,20972.89,5,0,0,84652.68305056583,0,2025-01-24 03:30:37,88
6386,680,Spain,Male,65,4,78613.27,2,0,1,186801.5078271429,0,2025-01-23 10:01:37,52
6387,347,Spain,Female,22,5,1346.0,3,0,1,111367.1274056366,0,2025-02-03 14:21:37,59
6388,556,Spain,Female,93,2,79107.2,1,1,0,116743.29209341489,0,2025-01-16 04:07:37,21
6389,322,France,Male,52,3,83861.33,3,1,0,153617.39711395124,1,2025-01-19 15:50:37,52
6390,615,France,Female,33,4,157552.16,3,0,0,156542.97190929842,1,2025-01-13 14:17:37,44
6391,694,France,Female,66,4,49760.82,1,1,1,137000.64390496214,0,2025-01-26 05:47:37,78
6392,450,France,Male,77,8,7522.75,2,1,1,101628.35379445936,0,2025-01-12 04:28:37,46
6393,402,France,Female,68,7,78908.63,1,1,0,72932.5294849749,0,2025-01-24 00:34:37,75
6394,491,France,Male,76,0,206404.89,2,0,0,196948.87530807796,0,2025-01-21 14:01:37,44
6395,288,France,Male,81,1,99786.3,1,1,1,114772.50007702764,0,2025-01-13 13:08:37,24
6396,792,France,Female,30,4,103773.44,2,1,0,155105.60590045276,0,2025-01-18 15:57:37,81
6397,632,France,Female,43,2,117256.89,1,0,0,197088.80453206005,0,2025-01-19 20:18:37,62
6398,641,France,Female,87,6,187947.21,3,1,1,148003.33465825173,0,2025-01-24 15:02:37,87
6399,410,France,Male,20,10,120006.22,2,1,1,74677.89036038707,0,2025-01-09 19:58:37,97
6400,794,France,Male,29,5,22820.69,1,0,0,203659.53695795804,0,2025-01-18 17:14:37,55
6401,279,France,Female,58,1,51599.95,4,1,0,60905.07945933338,0,2025-01-28 07:49:37,29
6402,385,France,Male,82,7,46974.34,5,1,1,56745.749460979096,0,2025-01-29 07:29:37,41
6403,817,France,Female,80,4,126965.83,3,0,0,23004.57860314848,0,2025-01-19 04:05:37,47
6404,313,France,Female,67,5,7482.37,2,1,0,27138.228621159422,1,2025-01-07 11:44:37,67
6405,663,France,Female,64,7,70904.15,4,1,0,186266.24763649818,0,2025-01-05 17:10:37,79
6406,623,Germany,Female,25,5,151798.74,3,0,0,51326.993023127274,0,2025-01-31 11:27:37,82
6407,307,France,Male,48,9,88662.67,5,0,0,29555.92614733917,0,2025-01-08 03:59:37,21
6408,540,Germany,Female,28,2,176928.04,5,0,0,92385.33787162777,0,2025-01-16 13:07:37,42
6409,586,France,Male,34,6,97805.33,2,0,1,173412.15027148355,0,2025-01-28 13:51:37,70
6410,297,France,Male,44,3,244814.38,3,0,0,73164.60004410763,0,2025-01-20 14:31:37,99
6411,813,Spain,Male,44,5,241339.07,4,0,1,68146.05839965625,0,2025-01-28 05:15:37,47
6412,639,France,Male,95,5,199960.18,4,0,1,120714.85848791181,0,2025-01-19 13:45:37,97
6413,297,France,Male,73,10,238597.63,2,0,0,15106.222324378687,0,2025-01-25 20:15:37,20
6414,707,France,Male,86,4,51194.56,2,1,0,122879.43748778658,0,2025-01-15 22:00:37,34
6415,593,Spain,Female,64,0,187730.79,3,0,1,213968.72526003455,0,2025-01-13 02:06:37,34
6416,801,France,Male,36,7,80414.66,4,0,1,177142.1332419287,0,2025-01-30 15:00:37,62
6417,296,France,Female,74,9,181323.58,2,1,0,23511.20199144872,0,2025-01-05 23:28:37,24
6418,628,Germany,Male,48,1,93473.37,5,0,0,157135.1702599133,0,2025-01-28 11:57:37,91
6419,575,France,Female,33,3,72355.16,4,0,0,112863.15247823652,1,2025-01-14 07:00:37,57
6420,615,France,Female,62,2,239698.77,1,0,1,172724.20541626576,0,2025-01-24 21:56:37,82
6421,533,France,Male,44,5,52471.36,4,0,0,31680.816247324383,0,2025-01-31 01:26:37,62
6422,466,France,Female,78,10,189642.15,4,1,0,56135.666883061866,0,2025-01-15 00:52:37,70
6423,658,France,Female,43,0,168668.04,1,0,0,170896.44810181597,0,2025-01-11 00:22:37,97
6424,733,France,Male,46,8,75869.41,5,0,1,199344.02295915154,1,2025-01-21 15:31:37,45
6425,701,France,Male,61,4,114585.75,3,0,1,116524.80359569279,1,2025-01-27 18:28:37,65
6426,346,France,Male,46,4,35735.77,1,0,1,15943.17361236608,0,2025-01-13 13:45:37,31
6427,730,France,Male,19,3,230302.15,3,1,0,213974.5916305523,1,2025-01-26 08:35:37,31
6428,367,Germany,Male,23,3,242029.95,3,0,0,87199.67681567122,0,2025-01-25 17:14:37,48
6429,417,France,Male,26,0,183115.76,3,1,0,20510.15903078962,1,2025-01-15 13:41:37,80
6430,462,France,Male,32,8,212355.09,3,0,1,169878.5733233293,0,2025-01-22 20:42:37,60
6431,497,France,Male,75,8,20654.36,1,1,0,85025.51607927417,0,2025-01-19 06:05:37,39
6432,494,France,Female,19,3,95992.15,2,0,1,44766.97669362251,0,2025-01-19 19:39:37,65
6433,777,Germany,Male,20,9,82702.78,3,0,0,184092.73807803867,0,2025-01-08 18:30:37,49
6434,276,France,Female,69,9,141237.89,2,1,0,94546.23798547685,0,2025-01-21 00:09:37,58
6435,759,France,Male,72,3,45838.82,3,0,0,148671.9699431243,0,2025-01-18 12:57:37,59
6436,613,France,Male,70,6,140845.33,4,0,1,194121.62580810112,0,2025-01-14 09:32:37,70
6437,828,France,Male,89,3,163591.34,5,1,0,117860.37151560739,0,2025-01-26 15:11:37,21
6438,528,Spain,Male,57,0,33088.27,2,0,0,33946.658273910114,0,2025-01-25 20:42:37,84
6439,424,France,Female,56,10,32930.18,1,0,1,216981.22671123644,0,2025-01-19 15:55:37,47
6440,766,France,Female,60,8,8855.85,4,0,1,73005.6212017424,1,2025-01-29 00:49:37,70
6441,730,France,Male,30,1,190223.11,1,1,1,213388.1805531288,0,2025-01-16 11:40:37,27
6442,639,France,Female,54,4,82752.13,4,1,1,11460.61148304458,0,2025-01-14 11:46:37,50
6443,787,France,Male,72,3,56355.11,1,0,1,120016.59611566957,0,2025-02-02 12:48:37,58
6444,808,Germany,Female,49,7,194523.6,3,1,0,138416.51016145383,0,2025-01-20 10:41:37,79
6445,584,France,Male,31,5,35813.92,3,1,0,189306.90586341973,0,2025-01-18 20:25:37,96
6446,464,Spain,Female,82,6,106795.86,4,1,0,176721.78990655066,0,2025-01-13 05:47:37,35
6447,474,France,Female,44,1,186196.67,2,1,1,68688.18147568523,0,2025-01-11 23:20:37,42
6448,451,France,Female,41,3,143458.08,4,0,1,54459.81414645358,0,2025-01-13 01:02:37,30
6449,600,France,Male,39,3,138500.04,4,0,1,86672.56409509294,1,2025-01-23 16:42:37,73
6450,553,Germany,Female,95,1,39365.85,2,1,0,33227.67664903481,0,2025-02-03 23:49:37,93
6451,567,France,Male,62,9,45233.18,3,1,1,153907.79060940637,0,2025-01-13 13:42:37,88
6452,430,France,Female,25,3,145639.7,3,0,0,194372.19587134747,0,2025-01-08 06:02:37,31
6453,773,France,Male,84,8,5891.72,4,1,1,148852.95060428308,0,2025-01-05 07:41:37,55
6454,352,Spain,Male,81,7,217279.5,2,0,0,110791.56958577396,0,2025-01-08 22:05:37,76
6455,742,Spain,Male,64,10,87617.7,4,0,0,120832.1276315391,0,2025-01-09 19:18:37,45
6456,315,France,Female,38,0,104154.05,3,0,1,139433.56290844656,0,2025-01-19 19:14:37,99
6457,577,Spain,Female,49,7,64608.08,1,0,1,172090.54956027857,1,2025-02-01 13:59:37,85
6458,812,France,Male,62,10,219167.77,3,0,1,159971.80859810454,0,2025-02-03 02:16:37,23
6459,510,France,Male,61,8,160626.02,4,0,0,161300.8403335716,0,2025-01-22 14:59:37,35
6460,755,France,Male,58,7,112477.12,3,0,1,148370.11428899821,0,2025-01-11 01:19:37,41
6461,794,France,Female,69,9,146327.2,4,0,0,194734.59312516317,0,2025-02-02 17:48:37,83
6462,353,Germany,Female,28,0,95092.4,3,1,1,189991.1641975992,0,2025-01-25 13:14:37,89
6463,689,France,Female,35,7,116395.62,1,0,1,170092.9127327632,0,2025-01-22 03:49:37,30
6464,408,France,Female,28,4,89408.05,3,1,0,18458.193779239282,0,2025-01-26 00:39:37,61
6465,656,Spain,Female,44,8,102668.7,4,1,1,156564.04434048483,0,2025-01-31 18:11:37,58
6466,549,France,Male,60,8,78744.14,2,1,0,108490.17247782747,1,2025-01-20 22:44:37,66
6467,324,France,Male,82,5,19410.27,3,1,0,124458.19049027974,0,2025-01-12 04:11:37,41
6468,441,France,Male,71,2,9336.57,4,1,1,153035.40267225954,0,2025-02-02 19:52:37,49
6469,665,France,Male,46,6,43526.55,2,0,0,150558.3781523561,0,2025-01-31 00:00:37,49
6470,444,France,Female,38,2,62909.44,4,0,1,208960.58251347646,0,2025-02-01 09:49:37,52
6471,639,Germany,Female,46,6,222617.97,3,0,1,193188.3059012308,0,2025-02-03 14:02:37,49
6472,719,France,Male,26,7,152812.16,5,1,0,120303.47404586604,1,2025-01-23 07:23:37,56
6473,716,Spain,Female,78,4,239574.29,2,0,0,185814.84290506915,0,2025-01-27 16:26:37,72
6474,727,France,Male,79,4,84911.72,2,1,0,159653.39170564618,0,2025-01-14 17:55:37,49
6475,738,France,Female,88,3,100434.5,2,0,0,46160.27551202621,0,2025-01-11 13:57:37,45
6476,808,France,Female,22,2,179938.31,4,1,0,17911.417289652516,0,2025-01-23 16:31:37,25
6477,346,France,Male,32,7,144475.52,1,1,1,13974.77925015827,0,2025-01-15 23:12:37,73
6478,275,Spain,Male,74,10,131970.02,4,1,0,139747.41213474487,1,2025-01-07 06:57:37,75
6479,798,France,Male,22,5,143891.01,2,0,0,122321.97247546595,0,2025-02-03 06:03:37,23
6480,601,France,Female,37,5,146033.83,2,1,0,147416.62654247836,0,2025-02-01 20:22:37,98
6481,808,France,Female,21,1,191435.11,1,0,1,171496.9263373478,0,2025-01-31 14:32:37,55
6482,454,Spain,Female,73,3,167020.51,2,0,1,42714.591465254896,0,2025-01-15 22:15:37,82
6483,629,Germany,Male,51,4,239328.56,2,1,0,169399.703231767,1,2025-01-31 15:00:37,22
6484,773,France,Male,57,10,236990.75,3,1,0,27916.038384894644,1,2025-01-10 18:05:37,76
6485,672,France,Male,86,9,105480.71,1,0,0,194465.74119294452,0,2025-01-19 10:47:37,99
6486,487,France,Female,85,4,8930.65,3,1,0,197931.59432755056,0,2025-01-22 01:33:37,35
6487,720,Spain,Female,39,2,2768.7,3,0,0,138839.36885758676,0,2025-01-11 21:55:37,59
6488,509,Germany,Male,31,9,30798.35,3,0,1,69270.12152163926,0,2025-01-29 08:59:37,72
6489,647,France,Male,85,4,18724.35,3,0,0,27212.694319518458,1,2025-02-03 20:02:37,25
6490,282,Spain,Male,25,4,93341.51,3,0,1,162196.01392757962,0,2025-01-21 20:38:37,40
6491,542,France,Female,84,1,13218.65,1,1,1,59495.51545508868,0,2025-02-01 00:24:37,96
6492,285,Spain,Female,63,4,156228.51,1,1,0,89906.11319406028,0,2025-01-19 05:49:37,28
6493,688,Spain,Male,46,2,47543.56,4,0,1,123258.10615260435,0,2025-01-16 14:08:37,82
6494,791,Spain,Male,29,2,128491.33,1,1,0,135320.11987122594,1,2025-01-09 23:42:37,62
6495,286,France,Male,69,4,25769.7,5,1,1,108424.88188340966,0,2025-02-03 08:41:37,91
6496,514,France,Female,75,8,206932.27,4,1,1,151687.54497232483,0,2025-01-17 17:38:37,47
6497,568,Spain,Female,19,1,194989.71,4,0,1,172962.79697844808,0,2025-01-11 17:49:37,64
6498,402,France,Female,18,8,96621.81,2,0,0,161389.45134244158,1,2025-01-27 14:49:37,77
6499,570,France,Male,72,2,227648.33,2,0,1,79846.0958390018,0,2025-01-07 16:22:37,48
6500,675,Germany,Male,51,6,46425.16,4,0,0,182941.42047338653,0,2025-01-07 08:44:37,73
6501,325,France,Male,81,0,203484.18,3,1,0,126349.330651782,0,2025-01-18 19:45:37,76
6502,718,France,Male,85,0,136463.86,4,0,1,102234.5144541803,0,2025-01-18 21:26:37,52
6503,520,France,Male,29,7,82395.02,4,0,1,143095.8287351314,0,2025-01-10 09:26:37,89
6504,356,France,Male,67,8,21090.23,2,1,1,120926.88418203381,0,2025-01-30 08:14:37,83
6505,384,France,Male,38,2,42827.78,4,0,1,149381.00097378143,0,2025-01-22 19:09:37,23
6506,450,France,Male,27,5,215715.65,3,0,1,107317.78910917867,0,2025-01-24 23:45:37,35
6507,492,France,Male,87,2,151721.52,3,0,0,178782.2500815155,0,2025-01-26 22:15:37,22
6508,745,France,Male,31,5,59273.89,2,0,1,185019.83660715632,0,2025-01-06 09:47:37,82
6509,493,France,Male,57,6,123963.22,4,0,0,71541.5257546597,1,2025-01-15 19:17:37,41
6510,290,Spain,Female,47,4,26959.17,1,1,0,27727.31889268865,1,2025-01-17 10:03:37,37
6511,383,France,Male,90,2,24710.62,5,1,0,195308.41650073556,0,2025-01-21 08:35:37,76
6512,768,Germany,Male,31,7,226941.16,3,0,1,47636.825773928664,0,2025-01-26 01:56:37,44
6513,465,France,Female,69,4,114464.07,1,1,0,15792.249471931855,0,2025-01-08 15:26:37,47
6514,830,Germany,Male,34,0,90391.79,3,1,1,98396.3747502797,0,2025-01-08 03:34:37,59
6515,583,France,Female,79,8,237267.96,2,1,0,65206.82257916713,0,2025-01-22 20:08:37,42
6516,525,France,Female,39,2,99750.17,3,0,1,62170.31048138225,0,2025-01-24 11:43:37,27
6517,504,France,Male,70,1,84060.53,3,1,1,47213.76833815856,1,2025-01-12 15:15:37,32
6518,698,Spain,Male,49,2,68246.54,3,1,0,160521.15124590023,1,2025-01-27 09:25:37,63
6519,701,Germany,Female,93,6,141265.71,4,1,0,188790.23151159176,0,2025-01-09 17:34:37,66
6520,747,Germany,Male,72,10,139602.65,4,1,0,20826.374787834597,0,2025-01-14 09:35:37,29
6521,309,France,Male,39,9,4048.54,3,0,1,118126.31492975978,0,2025-01-22 04:43:37,60
6522,370,France,Male,55,7,163515.58,5,0,1,34081.463393750964,0,2025-01-24 16:47:37,86
6523,756,France,Female,67,1,197076.78,2,1,1,119515.27904506672,0,2025-01-31 18:34:37,93
6524,301,France,Female,83,6,153991.14,2,1,1,74575.51162112252,0,2025-01-06 18:44:37,68
6525,459,France,Male,62,10,217472.03,2,0,1,57091.543545669694,1,2025-02-02 06:35:37,83
6526,571,France,Male,25,4,69104.09,4,0,0,226322.44478657877,1,2025-01-13 03:28:37,34
6527,605,France,Female,82,8,47994.85,4,1,0,193528.00766984493,0,2025-01-24 00:53:37,80
6528,294,Spain,Female,57,6,174319.52,3,1,1,114600.591542944,0,2025-01-07 18:08:37,93
